发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141025013053,关,关,关,29°C,0%,0,0分钟,50°C
20141025013112,关,关,关,28°C,0%,0,0分钟,50°C
20141025013118,关,关,关,29°C,0%,0,0分钟,50°C
20141025013134,关,关,关,28°C,0%,0,0分钟,50°C
20141025013142,关,关,关,29°C,0%,0,0分钟,50°C
20141025013154,关,关,关,28°C,0%,0,0分钟,50°C
20141025013200,关,关,关,29°C,0%,0,0分钟,50°C
20141025013224,关,关,关,28°C,0%,0,0分钟,50°C
20141025013230,关,关,关,29°C,0%,0,0分钟,50°C
20141025013337,关,关,关,28°C,0%,0,0分钟,50°C
20141025013343,关,关,关,29°C,0%,0,0分钟,50°C
20141025013349,关,关,关,28°C,0%,0,0分钟,50°C
20141025013355,关,关,关,29°C,0%,0,0分钟,50°C
20141025013401,关,关,关,28°C,0%,0,0分钟,50°C
20141025013407,关,关,关,29°C,0%,0,0分钟,50°C
20141025013425,关,关,关,28°C,0%,0,0分钟,50°C
20141025013431,关,关,关,29°C,0%,0,0分钟,50°C
20141025013437,关,关,关,28°C,0%,0,0分钟,50°C
20141025013456,关,关,关,29°C,0%,0,0分钟,50°C
20141025013508,关,关,关,28°C,0%,0,0分钟,50°C
20141025013556,关,关,关,29°C,0%,0,0分钟,50°C
20141025013651,关,关,关,28°C,0%,0,0分钟,50°C
20141025013657,关,关,关,29°C,0%,0,0分钟,50°C
20141025013721,关,关,关,28°C,0%,0,0分钟,50°C
20141025013809,关,关,关,29°C,0%,0,0分钟,50°C
20141025013821,关,关,关,28°C,0%,0,0分钟,50°C
20141025013828,关,关,关,29°C,0%,0,0分钟,50°C
20141025013837,关,关,关,28°C,0%,0,0分钟,50°C
20141025013910,关,关,关,29°C,0%,0,0分钟,50°C
20141025013916,关,关,关,28°C,0%,0,0分钟,50°C
20141025013928,关,关,关,29°C,0%,0,0分钟,50°C
20141025013934,关,关,关,28°C,0%,0,0分钟,50°C
20141025014004,关,关,关,29°C,0%,0,0分钟,50°C
20141025014017,关,关,关,28°C,0%,0,0分钟,50°C
20141025014105,关,关,关,29°C,0%,0,0分钟,50°C
20141025014117,关,关,关,28°C,0%,0,0分钟,50°C
20141025014123,关,关,关,29°C,0%,0,0分钟,50°C
20141025014135,关,关,关,28°C,0%,0,0分钟,50°C
20141025014141,关,关,关,29°C,0%,0,0分钟,50°C
20141025014153,关,关,关,28°C,0%,0,0分钟,50°C
20141025014206,关,关,关,29°C,0%,0,0分钟,50°C
20141025014218,关,关,关,28°C,0%,0,0分钟,50°C
20141025014230,关,关,关,29°C,0%,0,0分钟,50°C
20141025014236,关,关,关,28°C,0%,0,0分钟,50°C
20141025014324,关,关,关,29°C,0%,0,0分钟,50°C
20141025014330,关,关,关,28°C,0%,0,0分钟,50°C
20141025014336,关,关,关,29°C,0%,0,0分钟,50°C
20141025014343,关,关,关,28°C,0%,0,0分钟,50°C
20141025014455,关,关,关,29°C,0%,0,0分钟,50°C
20141025014507,关,关,关,28°C,0%,0,0分钟,50°C
20141025014513,关,关,关,29°C,0%,0,0分钟,50°C
20141025014532,关,关,关,28°C,0%,0,0分钟,50°C
20141025014540,关,关,关,29°C,0%,0,0分钟,50°C
20141025014544,关,关,关,28°C,0%,0,0分钟,50°C
20141025014632,关,关,关,29°C,0%,0,0分钟,50°C
20141025014702,关,关,关,28°C,0%,0,0分钟,50°C
20141025014733,关,关,关,29°C,0%,0,0分钟,50°C
20141025014739,关,关,关,28°C,0%,0,0分钟,50°C
20141025014745,关,关,关,29°C,0%,0,0分钟,50°C
20141025014801,关,关,关,28°C,0%,0,0分钟,50°C
20141025014815,关,关,关,29°C,0%,0,0分钟,50°C
20141025014821,关,关,关,28°C,0%,0,0分钟,50°C
20141025014845,关,关,关,29°C,0%,0,0分钟,50°C
20141025014851,关,关,关,28°C,0%,0,0分钟,50°C
20141025014910,关,关,关,29°C,0%,0,0分钟,50°C
20141025014922,关,关,关,28°C,0%,0,0分钟,50°C
20141025014958,关,关,关,29°C,0%,0,0分钟,50°C
20141025015004,关,关,关,28°C,0%,0,0分钟,50°C
20141025015010,关,关,关,29°C,0%,0,0分钟,50°C
20141025015016,关,关,关,28°C,0%,0,0分钟,50°C
20141025015111,关,关,关,29°C,0%,0,0分钟,50°C
20141025015123,关,关,关,28°C,0%,0,0分钟,50°C
20141025015129,关,关,关,29°C,0%,0,0分钟,50°C
20141025015135,关,关,关,28°C,0%,0,0分钟,50°C
20141025015211,关,关,关,29°C,0%,0,0分钟,50°C
20141025015300,关,关,关,28°C,0%,0,0分钟,50°C
20141025015306,关,关,关,29°C,0%,0,0分钟,50°C
20141025015312,关,关,关,28°C,0%,0,0分钟,50°C
20141025015342,关,关,关,29°C,0%,0,0分钟,50°C
20141025015348,关,关,关,28°C,0%,0,0分钟,50°C
20141025015354,关,关,关,29°C,0%,0,0分钟,50°C
20141025015437,关,关,关,28°C,0%,0,0分钟,50°C
20141025015443,关,关,关,29°C,0%,0,0分钟,50°C
20141025015449,关,关,关,28°C,0%,0,0分钟,50°C
20141025015509,关,关,关,29°C,0%,0,0分钟,50°C
20141025015515,关,关,关,29°C,0%,0,0分钟,50°C
20141025015533,关,关,关,28°C,0%,0,0分钟,50°C
20141025015539,关,关,关,29°C,0%,0,0分钟,50°C
20141025015545,关,关,关,28°C,0%,0,0分钟,50°C
20141025015551,关,关,关,29°C,0%,0,0分钟,50°C
20141025015557,关,关,关,28°C,0%,0,0分钟,50°C
20141025015616,关,关,关,29°C,0%,0,0分钟,50°C
20141025015628,关,关,关,28°C,0%,0,0分钟,50°C
20141025015634,关,关,关,29°C,0%,0,0分钟,50°C
20141025015640,关,关,关,28°C,0%,0,0分钟,50°C
20141025015652,关,关,关,29°C,0%,0,0分钟,50°C
20141025015658,关,关,关,28°C,0%,0,0分钟,50°C
20141025015704,关,关,关,29°C,0%,0,0分钟,50°C
20141025015716,关,关,关,28°C,0%,0,0分钟,50°C
20141025015734,关,关,关,29°C,0%,0,0分钟,50°C
20141025015811,关,关,关,28°C,0%,0,0分钟,50°C
20141025015817,关,关,关,29°C,0%,0,0分钟,50°C
20141025015835,关,关,关,28°C,0%,0,0分钟,50°C
20141025015841,关,关,关,29°C,0%,0,0分钟,50°C
20141025015853,关,关,关,28°C,0%,0,0分钟,50°C
20141025015859,关,关,关,29°C,0%,0,0分钟,50°C
20141025015954,关,关,关,28°C,0%,0,0分钟,50°C
20141025020000,关,关,关,29°C,0%,0,0分钟,50°C
20141025020012,关,关,关,28°C,0%,0,0分钟,50°C
20141025020018,关,关,关,29°C,0%,0,0分钟,50°C
20141025020030,关,关,关,28°C,0%,0,0分钟,50°C
20141025020036,关,关,关,29°C,0%,0,0分钟,50°C
20141025020048,关,关,关,28°C,0%,0,0分钟,50°C
20141025020054,关,关,关,29°C,0%,0,0分钟,50°C
20141025020118,关,关,关,28°C,0%,0,0分钟,50°C
20141025020125,关,关,关,29°C,0%,0,0分钟,50°C
20141025020155,关,关,关,28°C,0%,0,0分钟,50°C
20141025020201,关,关,关,29°C,0%,0,0分钟,50°C
20141025020219,关,关,关,28°C,0%,0,0分钟,50°C
20141025020225,关,关,关,29°C,0%,0,0分钟,50°C
20141025020249,关,关,关,28°C,0%,0,0分钟,50°C
20141025020255,关,关,关,29°C,0%,0,0分钟,50°C
20141025020301,关,关,关,28°C,0%,0,0分钟,50°C
20141025020307,关,关,关,29°C,0%,0,0分钟,50°C
20141025020320,关,关,关,28°C,0%,0,0分钟,50°C
20141025020338,关,关,关,29°C,0%,0,0分钟,50°C
20141025020344,关,关,关,28°C,0%,0,0分钟,50°C
20141025020350,关,关,关,29°C,0%,0,0分钟,50°C
20141025020356,关,关,关,28°C,0%,0,0分钟,50°C
20141025020408,关,关,关,29°C,0%,0,0分钟,50°C
20141025020420,关,关,关,28°C,0%,0,0分钟,50°C
20141025020427,关,关,关,29°C,0%,0,0分钟,50°C
20141025020503,关,关,关,28°C,0%,0,0分钟,50°C
20141025020509,关,关,关,29°C,0%,0,0分钟,50°C
20141025020521,关,关,关,28°C,0%,0,0分钟,50°C
20141025020527,关,关,关,29°C,0%,0,0分钟,50°C
20141025020545,关,关,关,28°C,0%,0,0分钟,50°C
20141025020551,关,关,关,29°C,0%,0,0分钟,50°C
20141025020609,关,关,关,28°C,0%,0,0分钟,50°C
20141025020615,关,关,关,29°C,0%,0,0分钟,50°C
20141025020621,关,关,关,28°C,0%,0,0分钟,50°C
20141025020633,关,关,关,29°C,0%,0,0分钟,50°C
20141025020639,关,关,关,28°C,0%,0,0分钟,50°C
20141025020652,关,关,关,29°C,0%,0,0分钟,50°C
20141025020710,关,关,关,28°C,0%,0,0分钟,50°C
20141025020746,关,关,关,29°C,0%,0,0分钟,50°C
20141025020752,关,关,关,28°C,0%,0,0分钟,50°C
20141025020804,关,关,关,29°C,0%,0,0分钟,50°C
20141025020828,关,关,关,28°C,0%,0,0分钟,50°C
20141025020834,关,关,关,29°C,0%,0,0分钟,50°C
20141025020841,关,关,关,28°C,0%,0,0分钟,50°C
20141025020847,关,关,关,29°C,0%,0,0分钟,50°C
20141025020853,关,关,关,28°C,0%,0,0分钟,50°C
20141025020859,关,关,关,29°C,0%,0,0分钟,50°C
20141025020953,关,关,关,28°C,0%,0,0分钟,50°C
20141025021030,关,关,关,29°C,0%,0,0分钟,50°C
20141025021042,关,关,关,28°C,0%,0,0分钟,50°C
20141025021054,关,关,关,29°C,0%,0,0分钟,50°C
20141025021100,关,关,关,28°C,0%,0,0分钟,50°C
20141025021154,关,关,关,29°C,0%,0,0分钟,50°C
20141025021206,关,关,关,28°C,0%,0,0分钟,50°C
20141025021307,关,关,关,29°C,0%,0,0分钟,50°C
20141025021337,关,关,关,28°C,0%,0,0分钟,50°C
20141025021551,关,关,关,29°C,0%,0,0分钟,50°C
20141025021603,关,关,关,28°C,0%,0,0分钟,50°C
20141025021615,关,关,关,29°C,0%,0,0分钟,50°C
20141025021621,关,关,关,28°C,0%,0,0分钟,50°C
20141025021627,关,关,关,29°C,0%,0,0分钟,50°C
20141025021639,关,关,关,28°C,0%,0,0分钟,50°C
20141025021645,关,关,关,29°C,0%,0,0分钟,50°C
20141025021651,关,关,关,28°C,0%,0,0分钟,50°C
20141025021657,关,关,关,29°C,0%,0,0分钟,50°C
20141025021721,关,关,关,28°C,0%,0,0分钟,50°C
20141025021728,关,关,关,29°C,0%,0,0分钟,50°C
20141025021734,关,关,关,28°C,0%,0,0分钟,50°C
20141025021740,关,关,关,29°C,0%,0,0分钟,50°C
20141025021804,关,关,关,28°C,0%,0,0分钟,50°C
20141025021810,关,关,关,29°C,0%,0,0分钟,50°C
20141025021840,关,关,关,28°C,0%,0,0分钟,50°C
20141025021846,关,关,关,29°C,0%,0,0分钟,50°C
20141025021852,关,关,关,28°C,0%,0,0分钟,50°C
20141025021858,关,关,关,29°C,0%,0,0分钟,50°C
20141025021910,关,关,关,28°C,0%,0,0分钟,50°C
20141025021916,关,关,关,29°C,0%,0,0分钟,50°C
20141025022005,关,关,关,28°C,0%,0,0分钟,50°C
20141025022011,关,关,关,29°C,0%,0,0分钟,50°C
20141025022017,关,关,关,28°C,0%,0,0分钟,50°C
20141025022023,关,关,关,29°C,0%,0,0分钟,50°C
20141025022029,关,关,关,28°C,0%,0,0分钟,50°C
20141025022047,关,关,关,29°C,0%,0,0分钟,50°C
20141025022118,关,关,关,28°C,0%,0,0分钟,50°C
20141025022124,关,关,关,29°C,0%,0,0分钟,50°C
20141025022130,关,关,关,28°C,0%,0,0分钟,50°C
20141025022148,关,关,关,29°C,0%,0,0分钟,50°C
20141025022154,关,关,关,28°C,0%,0,0分钟,50°C
20141025022200,关,关,关,29°C,0%,0,0分钟,50°C
20141025022206,关,关,关,28°C,0%,0,0分钟,50°C
20141025022212,关,关,关,29°C,0%,0,0分钟,50°C
20141025022218,关,关,关,28°C,0%,0,0分钟,50°C
20141025022230,关,关,关,29°C,0%,0,0分钟,50°C
20141025022242,关,关,关,28°C,0%,0,0分钟,50°C
20141025022301,关,关,关,29°C,0%,0,0分钟,50°C
20141025022316,关,关,关,28°C,0%,0,0分钟,50°C
20141025022319,关,关,关,29°C,0%,0,0分钟,50°C
20141025022331,关,关,关,28°C,0%,0,0分钟,50°C
20141025022431,关,关,关,29°C,0%,0,0分钟,50°C
20141025022437,关,关,关,28°C,0%,0,0分钟,50°C
20141025022444,关,关,关,29°C,0%,0,0分钟,50°C
20141025022508,关,关,关,28°C,0%,0,0分钟,50°C
20141025022639,关,关,关,29°C,0%,0,0分钟,50°C
20141025022645,关,关,关,28°C,0%,0,0分钟,50°C
20141025022651,关,关,关,29°C,0%,0,0分钟,50°C
20141025022657,关,关,关,28°C,0%,0,0分钟,50°C
20141025022703,关,关,关,29°C,0%,0,0分钟,50°C
20141025022715,关,关,关,28°C,0%,0,0分钟,50°C
20141025022721,关,关,关,29°C,0%,0,0分钟,50°C
20141025022727,关,关,关,28°C,0%,0,0分钟,50°C
20141025022733,关,关,关,29°C,0%,0,0分钟,50°C
20141025022739,关,关,关,28°C,0%,0,0分钟,50°C
20141025022803,关,关,关,29°C,0%,0,0分钟,50°C
20141025022816,关,关,关,28°C,0%,0,0分钟,50°C
20141025022828,关,关,关,29°C,0%,0,0分钟,50°C
20141025022910,关,关,关,28°C,0%,0,0分钟,50°C
20141025022916,关,关,关,29°C,0%,0,0分钟,50°C
20141025022922,关,关,关,28°C,0%,0,0分钟,50°C
20141025022928,关,关,关,29°C,0%,0,0分钟,50°C
20141025022934,关,关,关,28°C,0%,0,0分钟,50°C
20141025022946,关,关,关,29°C,0%,0,0分钟,50°C
20141025022959,关,关,关,28°C,0%,0,0分钟,50°C
20141025023011,关,关,关,29°C,0%,0,0分钟,50°C
20141025023029,关,关,关,28°C,0%,0,0分钟,50°C
20141025023035,关,关,关,29°C,0%,0,0分钟,50°C
20141025023129,关,关,关,28°C,0%,0,0分钟,50°C
20141025023148,关,关,关,29°C,0%,0,0分钟,50°C
20141025023206,关,关,关,28°C,0%,0,0分钟,50°C
20141025023218,关,关,关,29°C,0%,0,0分钟,50°C
20141025023224,关,关,关,28°C,0%,0,0分钟,50°C
20141025023242,关,关,关,29°C,0%,0,0分钟,50°C
20141025023254,关,关,关,28°C,0%,0,0分钟,50°C
20141025023300,关,关,关,29°C,0%,0,0分钟,50°C
20141025023306,关,关,关,28°C,0%,0,0分钟,50°C
20141025023312,关,关,关,29°C,0%,0,0分钟,50°C
20141025023330,关,关,关,28°C,0%,0,0分钟,50°C
20141025023349,关,关,关,29°C,0%,0,0分钟,50°C
20141025023431,关,关,关,28°C,0%,0,0分钟,50°C
20141025023437,关,关,关,29°C,0%,0,0分钟,50°C
20141025023443,关,关,关,28°C,0%,0,0分钟,50°C
20141025023614,关,关,关,29°C,0%,0,0分钟,50°C
20141025023620,关,关,关,28°C,0%,0,0分钟,50°C
20141025023632,关,关,关,29°C,0%,0,0分钟,50°C
20141025023638,关,关,关,28°C,0%,0,0分钟,50°C
20141025023702,关,关,关,29°C,0%,0,0分钟,50°C
20141025023708,关,关,关,28°C,0%,0,0分钟,50°C
20141025023721,关,关,关,29°C,0%,0,0分钟,50°C
20141025023727,关,关,关,28°C,0%,0,0分钟,50°C
20141025023733,关,关,关,29°C,0%,0,0分钟,50°C
20141025023739,关,关,关,28°C,0%,0,0分钟,50°C
20141025023745,关,关,关,29°C,0%,0,0分钟,50°C
20141025023803,关,关,关,28°C,0%,0,0分钟,50°C
20141025023839,关,关,关,29°C,0%,0,0分钟,50°C
20141025023851,关,关,关,28°C,0%,0,0分钟,50°C
20141025023910,关,关,关,29°C,0%,0,0分钟,50°C
20141025023916,关,关,关,28°C,0%,0,0分钟,50°C
20141025023928,关,关,关,29°C,0%,0,0分钟,50°C
20141025023934,关,关,关,28°C,0%,0,0分钟,50°C
20141025023952,关,关,关,29°C,0%,0,0分钟,50°C
20141025024004,关,关,关,28°C,0%,0,0分钟,50°C
20141025024028,关,关,关,29°C,0%,0,0分钟,50°C
20141025024046,关,关,关,28°C,0%,0,0分钟,50°C
20141025024052,关,关,关,29°C,0%,0,0分钟,50°C
20141025024147,关,关,关,28°C,0%,0,0分钟,50°C
20141025024217,关,关,关,29°C,0%,0,0分钟,50°C
20141025024223,关,关,关,28°C,0%,0,0分钟,50°C
20141025024229,关,关,关,29°C,0%,0,0分钟,50°C
20141025024248,关,关,关,28°C,0%,0,0分钟,50°C
20141025024300,关,关,关,29°C,0%,0,0分钟,50°C
20141025024306,关,关,关,28°C,0%,0,0分钟,50°C
20141025024312,关,关,关,29°C,0%,0,0分钟,50°C
20141025024318,关,关,关,28°C,0%,0,0分钟,50°C
20141025024348,关,关,关,29°C,0%,0,0分钟,50°C
20141025024354,关,关,关,28°C,0%,0,0分钟,50°C
20141025024406,关,关,关,29°C,0%,0,0分钟,50°C
20141025024412,关,关,关,28°C,0%,0,0分钟,50°C
20141025024431,关,关,关,29°C,0%,0,0分钟,50°C
20141025024443,关,关,关,28°C,0%,0,0分钟,50°C
20141025024449,关,关,关,29°C,0%,0,0分钟,50°C
20141025024455,关,关,关,28°C,0%,0,0分钟,50°C
20141025024501,关,关,关,29°C,0%,0,0分钟,50°C
20141025024507,关,关,关,28°C,0%,0,0分钟,50°C
20141025024513,关,关,关,29°C,0%,0,0分钟,50°C
20141025024537,关,关,关,28°C,0%,0,0分钟,50°C
20141025024549,关,关,关,29°C,0%,0,0分钟,50°C
20141025024555,关,关,关,28°C,0%,0,0分钟,50°C
20141025024601,关,关,关,29°C,0%,0,0分钟,50°C
20141025024608,关,关,关,28°C,0%,0,0分钟,50°C
20141025024632,关,关,关,29°C,0%,0,0分钟,50°C
20141025024638,关,关,关,28°C,0%,0,0分钟,50°C
20141025024645,关,关,关,29°C,0%,0,0分钟,50°C
20141025024650,关,关,关,28°C,0%,0,0分钟,50°C
20141025024656,关,关,关,29°C,0%,0,0分钟,50°C
20141025024708,关,关,关,28°C,0%,0,0分钟,50°C
20141025024714,关,关,关,29°C,0%,0,0分钟,50°C
20141025024726,关,关,关,28°C,0%,0,0分钟,50°C
20141025024738,关,关,关,29°C,0%,0,0分钟,50°C
20141025024744,关,关,关,28°C,0%,0,0分钟,50°C
20141025024839,关,关,关,29°C,0%,0,0分钟,50°C
20141025024845,关,关,关,28°C,0%,0,0分钟,50°C
20141025024857,关,关,关,29°C,0%,0,0分钟,50°C
20141025024909,关,关,关,28°C,0%,0,0分钟,50°C
20141025024915,关,关,关,29°C,0%,0,0分钟,50°C
20141025024933,关,关,关,28°C,0%,0,0分钟,50°C
20141025024946,关,关,关,29°C,0%,0,0分钟,50°C
20141025025004,关,关,关,28°C,0%,0,0分钟,50°C
20141025025104,关,关,关,29°C,0%,0,0分钟,50°C
20141025025110,关,关,关,28°C,0%,0,0分钟,50°C
20141025025122,关,关,关,29°C,0%,0,0分钟,50°C
20141025025147,关,关,关,28°C,0%,0,0分钟,50°C
20141025025153,关,关,关,28°C,0%,0,0分钟,50°C
20141025025159,关,关,关,29°C,0%,0,0分钟,50°C
20141025025217,关,关,关,28°C,0%,0,0分钟,50°C
20141025025223,关,关,关,29°C,0%,0,0分钟,50°C
20141025025229,关,关,关,28°C,0%,0,0分钟,50°C
20141025025235,关,关,关,29°C,0%,0,0分钟,50°C
20141025025247,关,关,关,28°C,0%,0,0分钟,50°C
20141025025253,关,关,关,29°C,0%,0,0分钟,50°C
20141025025336,关,关,关,28°C,0%,0,0分钟,50°C
20141025025342,关,关,关,29°C,0%,0,0分钟,50°C
20141025025348,关,关,关,28°C,0%,0,0分钟,50°C
20141025025354,关,关,关,29°C,0%,0,0分钟,50°C
20141025025406,关,关,关,28°C,0%,0,0分钟,50°C
20141025025412,关,关,关,29°C,0%,0,0分钟,50°C
20141025025442,关,关,关,28°C,0%,0,0分钟,50°C
20141025025448,关,关,关,29°C,0%,0,0分钟,50°C
20141025025501,关,关,关,28°C,0%,0,0分钟,50°C
20141025025513,关,关,关,29°C,0%,0,0分钟,50°C
20141025025531,关,关,关,28°C,0%,0,0分钟,50°C
20141025025537,关,关,关,29°C,0%,0,0分钟,50°C
20141025025650,关,关,关,28°C,0%,0,0分钟,50°C
20141025025702,关,关,关,29°C,0%,0,0分钟,50°C
20141025025720,关,关,关,28°C,0%,0,0分钟,50°C
20141025025726,关,关,关,29°C,0%,0,0分钟,50°C
20141025025732,关,关,关,28°C,0%,0,0分钟,50°C
20141025025738,关,关,关,29°C,0%,0,0分钟,50°C
20141025025750,关,关,关,28°C,0%,0,0分钟,50°C
20141025025756,关,关,关,29°C,0%,0,0分钟,50°C
20141025025903,关,关,关,28°C,0%,0,0分钟,50°C
20141025025909,关,关,关,29°C,0%,0,0分钟,50°C
20141025030028,关,关,关,28°C,0%,0,0分钟,50°C
20141025030034,关,关,关,29°C,0%,0,0分钟,50°C
20141025030052,关,关,关,28°C,0%,0,0分钟,50°C
20141025030104,关,关,关,29°C,0%,0,0分钟,50°C
20141025030110,关,关,关,28°C,0%,0,0分钟,50°C
20141025030128,关,关,关,29°C,0%,0,0分钟,50°C
20141025030146,关,关,关,28°C,0%,0,0分钟,50°C
20141025030152,关,关,关,29°C,0%,0,0分钟,50°C
20141025030211,关,关,关,28°C,0%,0,0分钟,50°C
20141025030229,关,关,关,29°C,0%,0,0分钟,50°C
20141025030235,关,关,关,28°C,0%,0,0分钟,50°C
20141025030247,关,关,关,29°C,0%,0,0分钟,50°C
20141025030257,关,关,关,28°C,0%,0,0分钟,50°C
20141025030305,关,关,关,29°C,0%,0,0分钟,50°C
20141025030312,关,关,关,28°C,0%,0,0分钟,50°C
20141025030406,关,关,关,29°C,0%,0,0分钟,50°C
20141025030430,关,关,关,28°C,0%,0,0分钟,50°C
20141025030442,关,关,关,29°C,0%,0,0分钟,50°C
20141025030454,关,关,关,28°C,0%,0,0分钟,50°C
20141025030500,关,关,关,29°C,0%,0,0分钟,50°C
20141025030506,关,关,关,28°C,0%,0,0分钟,50°C
20141025030512,关,关,关,29°C,0%,0,0分钟,50°C
20141025030534,关,关,关,28°C,0%,0,0分钟,50°C
20141025030555,关,关,关,29°C,0%,0,0分钟,50°C
20141025030601,关,关,关,28°C,0%,0,0分钟,50°C
20141025030607,关,关,关,29°C,0%,0,0分钟,50°C
20141025030613,关,关,关,28°C,0%,0,0分钟,50°C
20141025030619,关,关,关,29°C,0%,0,0分钟,50°C
20141025030637,关,关,关,28°C,0%,0,0分钟,50°C
20141025030643,关,关,关,29°C,0%,0,0分钟,50°C
20141025030649,关,关,关,28°C,0%,0,0分钟,50°C
20141025030655,关,关,关,29°C,0%,0,0分钟,50°C
20141025030701,关,关,关,28°C,0%,0,0分钟,50°C
20141025030707,关,关,关,29°C,0%,0,0分钟,50°C
20141025030713,关,关,关,28°C,0%,0,0分钟,50°C
20141025030732,关,关,关,29°C,0%,0,0分钟,50°C
20141025030744,关,关,关,28°C,0%,0,0分钟,50°C
20141025030750,关,关,关,29°C,0%,0,0分钟,50°C
20141025030756,关,关,关,28°C,0%,0,0分钟,50°C
20141025030808,关,关,关,29°C,0%,0,0分钟,50°C
20141025030820,关,关,关,28°C,0%,0,0分钟,50°C
20141025030832,关,关,关,29°C,0%,0,0分钟,50°C
20141025030844,关,关,关,28°C,0%,0,0分钟,50°C
20141025030850,关,关,关,29°C,0%,0,0分钟,50°C
20141025030856,关,关,关,28°C,0%,0,0分钟,50°C
20141025030902,关,关,关,29°C,0%,0,0分钟,50°C
